Income,Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person under 18,Householder,Hometype,Ethnic,Language
0,male,single or never married,14 thru 17,grade 8 or less,student or hs or college,four to six years,not married,three,one,live with parents/family,house,black,
0,female,married,25 thru 34,grad study,clerical/service worker,more than ten years,yes,three,one,rent,house,black,english
1,female,married,45 thru 54,grades 9 to 11,homemaker,more than ten years,no,four,one,own,house,black,english
0,female,single or never married,25 thru 34,graduated high school,sales worker,more than ten years,not married,three,one,rent,apartment,black,english
0,male,single or never married,14 thru 17,grades 9 to 11,sales worker,more than ten years,not married,three,none,own,house,black,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,one to three years,not married,four,two,live with parents/family,apartment,black,english
1,female,married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,none,rent,condominium,black,english
0,female,single or never married,18 thru 24,graduated high school,student or hs or college,four to six years,not married,five,two,live with parents/family,house,black,english
0,male,single or never married,25 thru 34,1 to 3 years of college,military,less than one year,not married,one,none,own,house,black,spanish
0,female,single or never married,18 thru 24,graduated high school,unemployed,more than ten years,not married,three,one,live with parents/family,house,black,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,three,one,live with parents/family,house,black,english
0,male,,14 thru 17,grades 9 to 11,,,no,,none,live with parents/family,,black,english
1,male,,45 thru 54,graduated high school,homemaker,more than ten years,yes,three,five,,,black,english
0,female,widowed,55 thru 64,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,apartment,black,english
1,female,married,55 thru 64,grades 9 to 11,retired,,no,two,none,own,house,black,english
0,female,divorced or separated,65 and over,1 to 3 years of college,retired,more than ten years,not married,one,none,rent,apartment,white,english
0,female,married,25 thru 34,graduated high school,homemaker,more than ten years,no,four,two,rent,apartment,white,english
1,male,married,25 thru 34,1 to 3 years of college,professional/managerial,four to six years,yes,two,none,own,house,white,english
0,male,,25 thru 34,graduated high school,factory worker/laborer/driver,one to three years,yes,five,none,rent,,hispanic,english
0,male,single or never married,14 thru 17,grade 8 or less,student or hs or college,four to six years,not married,four,one,live with parents/family,apartment,hispanic,spanish
0,female,divorced or separated,25 thru 34,graduated high school,clerical/service worker,one to three years,not married,two,one,rent,condominium,hispanic,english
0,male,single or never married,14 thru 17,grade 8 or less,student or hs or college,one to three years,not married,five,three,live with parents/family,house,black,other
1,female,married,45 thru 54,graduated high school,homemaker,more than ten years,no,two,none,own,house,white,other
1,male,married,55 thru 64,grad study,retired,more than ten years,no,three,none,own,house,white,other
1,female,married,45 thru 54,college graduate,sales worker,four to six years,yes,two,none,own,condominium,white,english
0,male,single or never married,14 thru 17,grades 9 to 11,unemployed,seven to ten years,not married,six,three,live with parents/family,house,black,english
0,female,single or never married,14 thru 17,grade 8 or less,,four to six years,not married,,none,live with parents/family,apartment,black,other
0,male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,three,two,live with parents/family,apartment,black,english
0,female,married,25 thru 34,1 to 3 years of college,student or hs or college,,no,five,three,rent,,black,english
1,male,married,35 thru 44,college graduate,factory worker/laborer/driver,more than ten years,no,five,three,own,house,black,english
0,male,living together or not married,18 thru 24,grades 9 to 11,factory worker/laborer/driver,more than ten years,yes,nine or more,four,live with parents/family,apartment,black,english
0,male,divorced or separated,55 thru 64,grades 9 to 11,retired,more than ten years,not married,one,none,rent,house,black,english
0,male,married,55 thru 64,grades 9 to 11,retired,more than ten years,no,seven,three,own,house,black,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,,none,live with parents/family,apartment,hispanic,spanish
0,female,divorced or separated,35 thru 44,grades 9 to 11,student or hs or college,more than ten years,not married,seven,five,rent,apartment,hispanic,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,three,live with parents/family,house,hispanic,english
1,male,single or never married,18 thru 24,graduated high school,clerical/service worker,more than ten years,not married,two,none,rent,apartment,black,english
1,female,divorced or separated,35 thru 44,college graduate,professional/managerial,more than ten years,not married,one,none,rent,house,white,english
0,male,,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,yes,three,one,live with parents/family,,other,english
0,female,married,18 thru 24,1 to 3 years of college,sales worker,less than one year,yes,two,none,rent,apartment,asian,other
1,male,divorced or separated,45 thru 54,1 to 3 years of college,sales worker,more than ten years,not married,seven,four,own,house,other,english
1,female,married,35 thru 44,grad study,,more than ten years,no,three,one,own,house,white,english
1,male,married,55 thru 64,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,none,own,house,white,english
0,female,single or never married,14 thru 17,grade 8 or less,student or hs or college,,not married,three,one,live with parents/family,house,other,english
0,female,married,25 thru 34,graduated high school,homemaker,,no,four,two,rent,apartment,black,english
0,male,single or never married,14 thru 17,grades 9 to 11,unemployed,,not married,,none,,,black,english
1,male,married,35 thru 44,college graduate,factory worker/laborer/driver,,yes,three,one,own,,black,english
1,male,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,no,three,one,own,house,black,english
1,female,married,35 thru 44,college graduate,professional/managerial,more than ten years,no,four,one,own,house,black,english
1,female,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,yes,six,two,own,house,white,english
0,male,living together or not married,35 thru 44,graduated high school,retired,more than ten years,no,two,none,rent,apartment,white,english
1,female,married,45 thru 54,1 to 3 years of college,homemaker,more than ten years,no,five,none,own,house,white,english
1,male,single or never married,25 thru 34,college graduate,factory worker/laborer/driver,seven to ten years,not married,one,none,rent,apartment,asian,english
0,male,single or never married,18 thru 24,graduated high school,homemaker,more than ten years,not married,three,none,live with parents/family,,white,english
0,female,divorced or separated,35 thru 44,graduated high school,retired,more than ten years,not married,two,none,rent,apartment,white,english
1,female,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,five,none,own,house,white,english
1,female,divorced or separated,45 thru 54,1 to 3 years of college,homemaker,,not married,six,three,own,house,black,english
0,male,married,45 thru 54,grades 9 to 11,unemployed,,yes,three,none,own,house,black,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,three,one,live with parents/family,house,black,english
0,female,single or never married,35 thru 44,graduated high school,unemployed,more than ten years,not married,four,two,rent,apartment,black,english
0,male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,,not married,,none,live with parents/family,apartment,black,english
0,female,divorced or separated,35 thru 44,1 to 3 years of college,sales worker,more than ten years,not married,three,none,own,house,black,english
0,female,married,25 thru 34,graduated high school,factory worker/laborer/driver,more than ten years,yes,five,two,own,house,black,english
1,female,married,45 thru 54,graduated high school,student or hs or college,more than ten years,no,three,one,own,house,black,english
0,male,single or never married,18 thru 24,graduated high school,clerical/service worker,more than ten years,not married,one,none,rent,condominium,black,english
0,female,married,18 thru 24,graduated high school,clerical/service worker,,yes,,none,rent,apartment,black,english
1,female,married,18 thru 24,1 to 3 years of college,clerical/service worker,,yes,two,none,rent,apartment,black,english
0,female,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,eight,three,live with parents/family,house,black,english
0,female,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,eight,three,live with parents/family,house,black,english
0,male,single or never married,18 thru 24,graduated high school,military,more than ten years,not married,six,four,rent,apartment,black,english
1,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,seven to ten years,not married,one,none,rent,house,other,english
1,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,six,three,live with parents/family,house,other,english
0,male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,seven to ten years,not married,six,one,live with parents/family,house,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,one to three years,not married,four,one,live with parents/family,house,american indian,english
0,female,living together or not married,18 thru 24,graduated high school,sales worker,less than one year,not married,two,none,rent,,white,english
1,male,living together or not married,25 thru 34,college graduate,professional/managerial,one to three years,yes,two,none,rent,apartment,white,
0,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,one,none,rent,apartment,black,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,seven,three,live with parents/family,house,black,english
1,male,married,18 thru 24,graduated high school,professional/managerial,more than ten years,yes,two,none,rent,apartment,black,english
1,female,divorced or separated,35 thru 44,college graduate,professional/managerial,one to three years,not married,one,none,rent,apartment,black,english
1,female,single or never married,14 thru 17,grades 9 to 11,unemployed,more than ten years,not married,three,two,live with parents/family,house,black,english
0,male,divorced or separated,35 thru 44,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,three,none,rent,apartment,black,english
1,male,married,25 thru 34,college graduate,professional/managerial,seven to ten years,yes,three,one,own,condominium,black,english
0,male,living together or not married,18 thru 24,1 to 3 years of college,military,more than ten years,no,two,none,rent,condominium,black,english
1,male,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,four,none,own,house,black,english
0,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,three,one,live with parents/family,apartment,black,english
0,male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,,not married,three,two,live with parents/family,house,black,english
1,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,one to three years,not married,four,one,live with parents/family,house,black,english
0,male,living together or not married,25 thru 34,graduated high school,sales worker,more than ten years,not married,two,none,rent,apartment,black,english
1,male,divorced or separated,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,one,none,rent,apartment,black,english
0,male,single or never married,25 thru 34,graduated high school,professional/managerial,more than ten years,not married,four,none,rent,apartment,black,english
1,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,,not married,three,none,live with parents/family,house,black,english
0,male,married,35 thru 44,1 to 3 years of college,factory worker/laborer/driver,seven to ten years,yes,four,two,rent,house,black,english
1,female,married,25 thru 34,graduated high school,clerical/service worker,more than ten years,yes,three,one,rent,house,black,english
0,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,five,two,live with parents/family,house,black,english
0,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,five,two,live with parents/family,apartment,black,english
0,male,single or never married,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,not married,one,none,rent,apartment,black,english
0,female,single or never married,14 thru 17,grade 8 or less,student or hs or college,more than ten years,not married,four,one,live with parents/family,house,black,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,six,two,live with parents/family,apartment,black,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,four,one,live with parents/family,house,black,english
0,female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,three,one,live with parents/family,house,black,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,,not married,three,one,live with parents/family,apartment,black,english
1,male,divorced or separated,25 thru 34,1 to 3 years of college,sales worker,one to three years,not married,one,one,,,white,english
1,female,widowed,35 thru 44,college graduate,professional/managerial,more than ten years,not married,two,none,own,house,black,english
0,male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,four,one,live with parents/family,house,black,english
1,female,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,four,two,own,house,black,
0,male,living together or not married,18 thru 24,graduated high school,factory worker/laborer/driver,four to six years,not married,three,one,rent,apartment,american indian,english
0,female,married,18 thru 24,graduated high school,homemaker,seven to ten years,no,four,none,rent,house,black,english
0,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,six,two,live with parents/family,house,black,english
0,male,single or never married,18 thru 24,college graduate,student or hs or college,four to six years,not married,,none,rent,apartment,black,english
0,male,single or never married,14 thru 17,grade 8 or less,student or hs or college,four to six years,not married,three,one,live with parents/family,house,black,english
0,female,single or never married,14 thru 17,grade 8 or less,student or hs or college,more than ten years,not married,three,two,live with parents/family,house,black,english
0,female,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,four,none,own,house,black,english
0,female,living together or not married,18 thru 24,graduated high school,clerical/service worker,one to three years,not married,two,none,rent,apartment,hispanic,spanish
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,seven to ten years,not married,four,three,live with parents/family,condominium,hispanic,english
0,female,single or never married,14 thru 17,grade 8 or less,student or hs or college,more than ten years,not married,eight,eight,live with parents/family,house,hispanic,spanish
0,female,divorced or separated,35 thru 44,1 to 3 years of college,military,more than ten years,not married,,none,own,house,hispanic,english
1,male,single or never married,18 thru 24,1 to 3 years of college,military,,not married,two,none,rent,apartment,hispanic,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,three,live with parents/family,house,hispanic,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,four to six years,not married,three,one,live with parents/family,house,white,english
1,male,married,45 thru 54,grad study,clerical/service worker,more than ten years,yes,four,two,rent,house,white,
1,male,married,25 thru 34,1 to 3 years of college,sales worker,four to six years,yes,four,two,own,house,other,spanish
0,female,married,55 thru 64,1 to 3 years of college,professional/managerial,more than ten years,no,,none,rent,apartment,white,english
1,female,widowed,55 thru 64,1 to 3 years of college,professional/managerial,seven to ten years,not married,one,none,rent,apartment,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,four,seven,live with parents/family,house,white,english
0,female,divorced or separated,18 thru 24,1 to 3 years of college,sales worker,more than ten years,not married,three,one,own,house,white,english
0,male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,three,two,live with parents/family,house,white,english
1,female,single or never married,45 thru 54,college graduate,professional/managerial,more than ten years,not married,one,none,own,house,white,english
0,female,divorced or separated,45 thru 54,grad study,clerical/service worker,more than ten years,not married,four,two,rent,house,white,english
1,female,married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,no,two,none,own,house,other,english
1,male,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,seven to ten years,not married,four,none,live with parents/family,house,asian,other
0,male,single or never married,18 thru 24,graduated high school,military,seven to ten years,not married,,none,,other,black,english
0,female,divorced or separated,45 thru 54,graduated high school,military,seven to ten years,not married,one,none,rent,house,black,english
1,male,single or never married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,three,none,live with parents/family,apartment,black,english
0,male,single or never married,18 thru 24,grades 9 to 11,factory worker/laborer/driver,one to three years,not married,,none,rent,apartment,black,english
1,male,single or never married,14 thru 17,grades 9 to 11,retired,more than ten years,not married,six,five,live with parents/family,house,black,english
1,male,living together or not married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,two,none,own,house,black,english
1,female,divorced or separated,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,not married,two,none,rent,,black,english
1,female,living together or not married,18 thru 24,1 to 3 years of college,professional/managerial,seven to ten years,not married,,none,own,house,black,spanish
1,female,,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,three,two,own,house,black,english
0,male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,three,one,live with parents/family,apartment,black,english
0,male,,14 thru 17,grades 9 to 11,unemployed,more than ten years,no,two,one,live with parents/family,apartment,black,english
0,female,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,more than ten years,not married,three,none,live with parents/family,house,black,english
0,male,single or never married,18 thru 24,graduated high school,military,one to three years,not married,,none,,,black,english
0,male,living together or not married,18 thru 24,1 to 3 years of college,professional/managerial,,no,three,one,rent,,black,english
0,female,single or never married,14 thru 17,grades 9 to 11,military,more than ten years,not married,four,three,live with parents/family,house,black,english
1,male,divorced or separated,35 thru 44,college graduate,professional/managerial,seven to ten years,not married,two,none,rent,house,black,english
0,female,single or never married,14 thru 17,grades 9 to 11,unemployed,seven to ten years,not married,six,two,live with parents/family,apartment,black,english
1,female,single or never married,25 thru 34,grades 9 to 11,student or hs or college,more than ten years,not married,five,three,own,house,black,english
1,male,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,,none,,,black,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,three,one,live with parents/family,house,black,english
0,female,living together or not married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,rent,apartment,black,english
1,female,single or never married,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,not married,two,one,own,house,black,english
1,male,single or never married,25 thru 34,graduated high school,unemployed,one to three years,not married,three,none,rent,apartment,black,english
1,male,divorced or separated,45 thru 54,graduated high school,clerical/service worker,one to three years,not married,four,none,rent,apartment,black,english
1,male,single or never married,25 thru 34,college graduate,sales worker,one to three years,not married,one,none,rent,apartment,black,english
0,female,married,18 thru 24,graduated high school,professional/managerial,more than ten years,yes,two,none,rent,apartment,black,english
0,male,married,25 thru 34,1 to 3 years of college,clerical/service worker,four to six years,no,,none,rent,house,black,english
1,female,married,18 thru 24,1 to 3 years of college,unemployed,more than ten years,no,two,none,own,house,black,english
1,male,married,18 thru 24,graduated high school,factory worker/laborer/driver,four to six years,yes,two,none,rent,apartment,black,english
0,female,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,one to three years,not married,two,one,rent,apartment,black,english
0,male,single or never married,25 thru 34,grades 9 to 11,factory worker/laborer/driver,more than ten years,not married,three,none,live with parents/family,house,black,english
1,female,married,25 thru 34,college graduate,professional/managerial,,yes,three,none,rent,house,black,english
0,male,widowed,55 thru 64,1 to 3 years of college,retired,more than ten years,not married,one,none,own,house,black,english
1,female,divorced or separated,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,four,two,rent,house,black,english
1,male,single or never married,14 thru 17,grade 8 or less,unemployed,,not married,four,two,rent,house,black,english
1,female,widowed,45 thru 54,grad study,student or hs or college,more than ten years,not married,three,two,own,,white,english
1,male,married,55 thru 64,graduated high school,factory worker/laborer/driver,four to six years,yes,four,one,own,house,pacific islander,english
1,female,married,25 thru 34,grades 9 to 11,homemaker,one to three years,yes,four,none,rent,apartment,american indian,english
0,female,living together or not married,18 thru 24,graduated high school,clerical/service worker,more than ten years,not married,three,none,rent,apartment,black,english
0,male,living together or not married,18 thru 24,graduated high school,factory worker/laborer/driver,seven to ten years,not married,three,none,rent,apartment,black,english
0,female,single or never married,18 thru 24,graduated high school,clerical/service worker,more than ten years,not married,three,none,rent,apartment,black,english
0,female,single or never married,14 thru 17,grade 8 or less,student or hs or college,,not married,four,none,live with parents/family,apartment,black,english
0,female,single or never married,14 thru 17,grade 8 or less,student or hs or college,,not married,,none,live with parents/family,apartment,black,english
0,female,single or never married,25 thru 34,graduated high school,homemaker,more than ten years,not married,five,four,rent,apartment,black,english
0,female,single or never married,14 thru 17,grade 8 or less,student or hs or college,,not married,four,three,live with parents/family,apartment,black,english
0,male,single or never married,14 thru 17,grade 8 or less,student or hs or college,,not married,four,three,live with parents/family,apartment,black,english
0,male,single or never married,14 thru 17,grade 8 or less,student or hs or college,,not married,three,one,live with parents/family,house,black,english
0,female,single or never married,18 thru 24,grades 9 to 11,student or hs or college,one to three years,not married,four,one,live with parents/family,apartment,black,english
0,female,divorced or separated,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,three,none,rent,condominium,black,english
1,female,widowed,65 and over,graduated high school,retired,,not married,one,none,rent,house,black,english
0,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,two,none,rent,apartment,white,english
0,male,living together or not married,35 thru 44,1 to 3 years of college,unemployed,one to three years,not married,four,none,rent,apartment,white,english
1,male,married,35 thru 44,college graduate,professional/managerial,,no,,none,,,white,
0,male,single or never married,25 thru 34,1 to 3 years of college,unemployed,more than ten years,not married,one,none,,,white,english
1,male,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,eight,three,live with parents/family,house,hispanic,spanish
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,two,one,live with parents/family,apartment,hispanic,english
0,male,living together or not married,25 thru 34,college graduate,factory worker/laborer/driver,one to three years,not married,two,none,,apartment,black,english
0,female,single or never married,18 thru 24,graduated high school,unemployed,more than ten years,not married,one,none,own,other,black,english
0,male,single or never married,65 and over,college graduate,retired,,not married,one,none,rent,apartment,white,english
0,male,single or never married,65 and over,college graduate,military,seven to ten years,not married,one,none,rent,house,white,english
1,male,single or never married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,not married,five,one,live with parents/family,house,white,english
1,male,single or never married,45 thru 54,grad study,professional/managerial,,not married,one,none,rent,apartment,white,
1,female,single or never married,18 thru 24,grad study,student or hs or college,,not married,four,none,live with parents/family,house,white,english
1,male,widowed,18 thru 24,graduated high school,retired,more than ten years,not married,nine or more,nine or more,own,house,other,other
0,male,living together or not married,65 and over,grad study,professional/managerial,,not married,four,two,rent,apartment,,english
0,female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,,not married,three,none,rent,apartment,asian,english
0,female,single or never married,18 thru 24,grad study,student or hs or college,one to three years,not married,one,none,rent,apartment,white,english
1,male,single or never married,45 thru 54,college graduate,professional/managerial,four to six years,not married,one,none,rent,apartment,white,english
0,male,single or never married,18 thru 24,1 to 3 years of college,military,four to six years,not married,one,none,live with parents/family,other,white,english
0,male,single or never married,18 thru 24,graduated high school,student or hs or college,one to three years,not married,one,none,rent,house,white,english
0,male,single or never married,25 thru 34,college graduate,student or hs or college,more than ten years,not married,four,none,live with parents/family,house,white,english
1,male,single or never married,35 thru 44,college graduate,clerical/service worker,more than ten years,not married,one,none,rent,apartment,white,english
0,male,single or never married,18 thru 24,grades 9 to 11,military,less than one year,not married,six,two,live with parents/family,,white,
0,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,four,one,live with parents/family,house,white,english
0,female,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,not married,four,one,live with parents/family,house,white,english
0,male,single or never married,25 thru 34,college graduate,professional/managerial,less than one year,not married,one,none,rent,other,white,english
1,male,single or never married,25 thru 34,graduated high school,,,not married,,none,rent,house,white,english
0,male,single or never married,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,five,none,rent,house,white,english
0,female,living together or not married,18 thru 24,graduated high school,homemaker,more than ten years,not married,six,none,rent,other,white,english
0,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,one to three years,not married,three,none,rent,other,white,english
0,male,single or never married,18 thru 24,grades 9 to 11,homemaker,one to three years,not married,three,none,rent,other,white,english
1,male,single or never married,18 thru 24,grades 9 to 11,unemployed,more than ten years,not married,four,one,live with parents/family,house,white,english
0,male,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,apartment,other,english
0,male,single or never married,18 thru 24,grades 9 to 11,professional/managerial,one to three years,not married,two,none,rent,,american indian,english
0,male,living together or not married,18 thru 24,1 to 3 years of college,sales worker,one to three years,no,two,two,,,white,english
0,male,single or never married,18 thru 24,graduated high school,unemployed,less than one year,not married,six,none,rent,other,white,english
0,female,widowed,35 thru 44,college graduate,,more than ten years,not married,two,one,rent,house,white,english
0,female,single or never married,14 thru 17,grade 8 or less,student or hs or college,more than ten years,not married,four,two,live with parents/family,house,white,english
0,female,living together or not married,18 thru 24,grades 9 to 11,sales worker,one to three years,not married,six,none,rent,house,white,english
0,male,living together or not married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,yes,two,two,rent,other,white,english
0,male,single or never married,14 thru 17,grades 9 to 11,homemaker,more than ten years,not married,,none,live with parents/family,house,black,english
0,female,living together or not married,35 thru 44,1 to 3 years of college,professional/managerial,seven to ten years,no,one,none,rent,house,hispanic,english
0,male,married,25 thru 34,1 to 3 years of college,homemaker,,no,,none,own,house,black,other
0,female,living together or not married,25 thru 34,1 to 3 years of college,clerical/service worker,,not married,,none,,,black,
0,male,single or never married,35 thru 44,college graduate,professional/managerial,seven to ten years,not married,,none,rent,apartment,hispanic,english
0,male,single or never married,35 thru 44,1 to 3 years of college,student or hs or college,,not married,one,none,rent,apartment,white,english
0,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,one to three years,not married,one,none,rent,house,white,english
1,female,single or never married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,not married,five,two,own,house,asian,english
0,male,divorced or separated,35 thru 44,1 to 3 years of college,professional/managerial,seven to ten years,not married,one,none,,other,white,english
0,male,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,,not married,one,none,rent,other,white,english
0,male,single or never married,35 thru 44,grades 9 to 11,unemployed,more than ten years,not married,one,none,rent,apartment,white,english
0,female,living together or not married,18 thru 24,1 to 3 years of college,student or hs or college,four to six years,not married,two,none,rent,apartment,white,english
0,female,living together or not married,35 thru 44,1 to 3 years of college,student or hs or college,more than ten years,not married,two,none,rent,apartment,white,english
0,female,divorced or separated,35 thru 44,grad study,unemployed,more than ten years,not married,five,none,rent,apartment,white,english
0,male,single or never married,25 thru 34,grades 9 to 11,unemployed,more than ten years,not married,one,none,rent,apartment,white,english
0,female,married,25 thru 34,college graduate,,four to six years,yes,three,one,own,house,white,english
1,female,married,35 thru 44,college graduate,professional/managerial,,yes,five,three,own,house,white,english
0,male,single or never married,35 thru 44,grad study,professional/managerial,seven to ten years,not married,one,none,rent,apartment,white,english
0,male,single or never married,25 thru 34,graduated high school,student or hs or college,more than ten years,not married,one,none,rent,apartment,white,english
0,male,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,,none,rent,house,other,english
0,male,married,35 thru 44,1 to 3 years of college,retired,seven to ten years,no,four,none,,other,white,english
0,male,single or never married,35 thru 44,1 to 3 years of college,unemployed,more than ten years,not married,,none,,,white,english
0,male,divorced or separated,35 thru 44,grad study,sales worker,more than ten years,not married,one,none,rent,apartment,black,english
0,male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,three,live with parents/family,house,hispanic,english
1,female,married,55 thru 64,college graduate,professional/managerial,more than ten years,yes,two,none,rent,house,hispanic,spanish
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,one,live with parents/family,house,hispanic,english
1,female,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,four,one,live with parents/family,house,hispanic,spanish
1,female,married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,two,none,own,house,hispanic,english
1,male,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,three,one,own,house,hispanic,english
0,female,single or never married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,not married,one,none,rent,apartment,hispanic,english
0,female,single or never married,14 thru 17,grades 9 to 11,unemployed,more than ten years,not married,three,two,live with parents/family,house,hispanic,spanish
0,male,single or never married,18 thru 24,graduated high school,professional/managerial,more than ten years,not married,three,three,live with parents/family,house,hispanic,spanish
1,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,seven,six,live with parents/family,house,hispanic,spanish
1,male,divorced or separated,35 thru 44,grad study,professional/managerial,more than ten years,not married,one,none,own,house,hispanic,spanish
0,female,single or never married,14 thru 17,grades 9 to 11,sales worker,more than ten years,not married,three,one,live with parents/family,house,hispanic,english
0,female,single or never married,18 thru 24,graduated high school,unemployed,more than ten years,not married,six,two,live with parents/family,,hispanic,english
1,male,single or never married,25 thru 34,grad study,professional/managerial,,not married,one,none,own,house,hispanic,english
0,male,single or never married,25 thru 34,1 to 3 years of college,student or hs or college,,not married,one,none,rent,house,hispanic,english
1,male,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,hispanic,english
0,female,single or never married,14 thru 17,grades 9 to 11,clerical/service worker,more than ten years,not married,four,two,live with parents/family,house,hispanic,english
1,female,divorced or separated,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,black,english
